,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,coordinates,bedrooms_bathrooms,sqft_lot_sqft_living,sqft_living_sqft_living15,sqft_living_bedrooms,grade_category
13683,9264901510,3,1.75,1770,8571,1.0,Average,8,1270,500.0,1978,0.0,2120,7711,"[47.3109, -122.339]",1.7142857142857142,4.842372881355932,0.8349056603773585,590.0,medium
328,1665400045,3,1.0,1000,7636,1.0,Fair,7,1000,0.0,1952,0.0,1150,7600,"[47.472, -122.344]",3.0,7.636,0.8695652173913043,333.3333333333333,medium
4710,3885802970,3,2.5,1810,7200,1.0,Very Good,7,1310,500.0,1960,0.0,2050,7200,"[47.6885, -122.211]",1.2,3.977900552486188,0.8829268292682927,603.3333333333334,medium
3281,4309710100,4,3.25,3940,27591,2.0,Average,9,3440,500.0,2000,0.0,3420,29170,"[47.5157, -122.116]",1.2307692307692308,7.002791878172589,1.152046783625731,985.0,medium
2370,9371700125,2,1.0,1060,8187,1.0,Good,6,1060,0.0,1952,0.0,1260,8188,"[47.7508, -122.349]",2.0,7.723584905660378,0.8412698412698413,530.0,low
5522,3821200050,3,1.0,1170,11000,1.0,Fair,6,1170,0.0,1980,0.0,1590,10894,"[47.7346, -121.983]",3.0,9.401709401709402,0.7358490566037735,390.0,low
2544,9542830160,4,2.5,1580,3632,2.0,Average,7,1580,0.0,2011,0.0,1950,3800,"[47.3672, -122.019]",1.6,2.2987341772151897,0.8102564102564103,395.0,medium
15818,2597670470,4,2.5,2080,7000,1.0,Good,8,1400,680.0,1989,0.0,2090,7082,"[47.4252, -122.163]",1.6,3.3653846153846154,0.9952153110047847,520.0,medium
20465,8091670730,4,2.5,2890,6322,2.0,Average,8,2890,0.0,2011,0.0,2380,5738,"[47.3494, -122.044]",1.6,2.1875432525951557,1.2142857142857142,722.5,medium
11077,255400060,5,2.75,3750,8279,2.0,Average,9,3750,0.0,2001,0.0,3450,8279,"[47.6039, -122.06]",1.8181818181818181,2.2077333333333335,1.0869565217391304,750.0,medium
17893,726059047,1,1.0,920,8282,1.5,Average,6,920,0.0,1944,0.0,2260,14025,"[47.761, -122.214]",1.0,9.002173913043478,0.40707964601769914,920.0,low
10871,3750605247,3,1.0,1710,12000,1.0,Good,7,1710,0.0,1972,0.0,1310,9600,"[47.2616, -122.281]",3.0,7.017543859649122,1.3053435114503817,570.0,medium
2178,2688100075,5,2.0,2020,5000,1.5,Good,7,2020,0.0,1938,0.0,1510,6600,"[47.6949, -122.37]",2.5,2.4752475247524752,1.3377483443708609,404.0,medium
16677,323089173,3,2.5,1920,15124,2.0,Average,8,1920,0.0,1995,0.0,1920,16477,"[47.5015, -121.773]",1.2,7.877083333333333,1.0,640.0,medium
4898,4331400190,3,1.5,1240,9500,1.0,Good,7,1240,0.0,1955,0.0,1845,10125,"[47.4756, -122.35]",2.0,7.661290322580645,0.6720867208672087,413.3333333333333,medium
5153,4443800415,3,1.0,1270,4268,1.0,Average,7,1270,0.0,1921,0.0,1310,4080,"[47.6848, -122.392]",3.0,3.3606299212598425,0.9694656488549618,423.3333333333333,medium
1209,8691500990,4,2.5,4190,7504,2.0,Average,7,4190,0.0,2004,0.0,2480,6727,"[47.4394, -122.114]",1.6,1.7909307875894989,1.689516129032258,1047.5,medium
20715,8562780200,2,2.25,1240,705,2.0,Average,7,1150,90.0,2009,0.0,1240,750,"[47.5321, -122.073]",0.8888888888888888,0.5685483870967742,1.0,620.0,medium
15118,4177100005,4,2.5,2970,7961,1.0,Average,8,2020,950.0,1969,0.0,1410,7959,"[47.7118, -122.29]",1.6,2.6804713804713804,2.106382978723404,742.5,medium
13068,8651510610,3,1.75,1520,11085,1.0,Average,8,1520,0.0,1983,0.0,2310,9647,"[47.646, -122.068]",1.7142857142857142,7.292763157894737,0.658008658008658,506.6666666666667,medium
18712,1721801280,2,0.75,900,3527,1.0,Average,6,900,0.0,1939,0.0,1220,4080,"[47.5083, -122.336]",2.6666666666666665,3.918888888888889,0.7377049180327869,450.0,low
15079,7424110130,4,1.75,1880,7303,1.0,Average,7,1010,870.0,1976,0.0,1710,7200,"[47.7129, -122.203]",2.2857142857142856,3.8845744680851064,1.0994152046783625,470.0,medium
3123,1926069137,4,3.25,4100,241322,2.0,Average,9,2500,1600.0,1981,0.0,3770,87821,"[47.7302, -122.096]",1.2307692307692308,58.8590243902439,1.0875331564986737,1025.0,medium
78,6300000287,3,1.0,1410,5060,1.0,Good,7,910,500.0,1956,0.0,1130,5693,"[47.7073, -122.34]",3.0,3.5886524822695036,1.247787610619469,470.0,medium
9736,1102000270,3,2.75,3890,7216,2.0,Average,8,3260,630.0,1967,2010.0,2490,9920,"[47.5445, -122.266]",1.0909090909090908,1.855012853470437,1.5622489959839359,1296.6666666666667,medium
15098,9558900010,3,2.5,2680,5860,2.0,Average,8,2680,0.0,2001,0.0,2680,5860,"[47.7557, -122.223]",1.2,2.1865671641791047,1.0,893.3333333333334,medium
3766,2112700600,3,2.25,1640,5880,1.0,Average,7,1240,400.0,1977,0.0,1200,4760,"[47.5323, -122.351]",1.3333333333333333,3.5853658536585367,1.3666666666666667,546.6666666666666,medium
20350,7133300380,4,2.5,2500,4000,2.0,Average,8,2500,0.0,2014,0.0,1480,4300,"[47.5902, -122.311]",1.6,1.6,1.6891891891891893,625.0,medium
14364,1323089107,3,2.5,2330,33750,2.0,Average,9,2330,0.0,1983,2001.0,2270,35000,"[47.4787, -121.723]",1.2,14.484978540772532,1.026431718061674,776.6666666666666,medium
20830,993000327,3,2.0,1270,1320,3.0,Average,8,1270,0.0,2006,0.0,1370,1320,"[47.6937, -122.342]",1.5,1.0393700787401574,0.927007299270073,423.3333333333333,medium
13012,6402710120,3,2.5,1880,7838,2.0,Average,7,1880,0.0,1994,0.0,1810,7915,"[47.4439, -122.19]",1.2,4.169148936170213,1.0386740331491713,626.6666666666666,medium
10892,2123049114,2,1.0,680,8064,1.0,Average,6,680,0.0,1941,0.0,1340,10800,"[47.469, -122.298]",2.0,11.858823529411765,0.5074626865671642,340.0,low
600,8682250350,2,1.75,1670,6460,1.0,Average,8,1670,0.0,2004,0.0,2170,6254,"[47.7123, -122.027]",1.1428571428571428,3.8682634730538923,0.7695852534562212,835.0,medium
9137,2379300330,5,2.5,2450,6994,2.0,Average,8,2450,0.0,2002,0.0,1940,6035,"[47.3572, -122.192]",2.0,2.8546938775510204,1.2628865979381443,490.0,medium
13415,3971700981,3,1.75,2650,7500,1.5,Good,7,1590,1060.0,1962,0.0,1340,7500,"[47.7716, -122.317]",1.7142857142857142,2.830188679245283,1.9776119402985075,883.3333333333334,medium
4550,5595900090,5,1.5,2520,5753,1.5,Good,7,1510,1010.0,1928,0.0,1620,6875,"[47.2058, -121.997]",3.3333333333333335,2.282936507936508,1.5555555555555556,504.0,medium
943,8712100575,5,2.5,2750,5589,1.5,Very Good,9,1840,910.0,1910,0.0,1460,4250,"[47.6364, -122.3]",2.0,2.032363636363636,1.8835616438356164,550.0,medium
21576,1931300412,3,2.25,1190,1200,3.0,Average,8,1190,0.0,2008,0.0,1180,1224,"[47.6542, -122.346]",1.3333333333333333,1.0084033613445378,1.0084745762711864,396.6666666666667,medium
15382,3055800020,4,1.0,1530,7920,1.0,Average,7,1030,500.0,1955,0.0,1690,7920,"[47.4544, -122.36]",4.0,5.176470588235294,0.9053254437869822,382.5,medium
18624,6204200590,3,2.75,1690,5763,1.0,Very Good,7,1180,510.0,1985,0.0,1560,7518,"[47.7336, -122.202]",1.0909090909090908,3.410059171597633,1.0833333333333333,563.3333333333334,medium
16847,5592900285,4,2.0,2630,9663,1.0,Good,8,1330,1300.0,1956,0.0,1900,8894,"[47.4841, -122.19]",2.0,3.674144486692015,1.3842105263157896,657.5,medium
9314,3536900110,3,2.0,2310,21318,1.0,Average,10,2310,0.0,1979,0.0,2950,21814,"[47.6381, -122.224]",1.5,9.228571428571428,0.7830508474576271,770.0,high
17585,9382200025,3,1.0,1090,6320,1.0,Average,6,890,200.0,1954,0.0,1460,7080,"[47.4976, -122.35]",3.0,5.798165137614679,0.7465753424657534,363.3333333333333,low
17170,3449820380,3,2.5,2710,6174,2.0,Average,9,2710,0.0,1998,0.0,2730,7266,"[47.512, -122.174]",1.2,2.278228782287823,0.9926739926739927,903.3333333333334,medium
1561,1231000520,4,2.5,2180,4000,2.0,Average,8,1700,480.0,2002,0.0,2180,4000,"[47.5553, -122.269]",1.6,1.834862385321101,1.0,545.0,medium
4869,3832710680,4,2.0,1540,7575,1.0,Good,7,1040,500.0,1978,0.0,1720,7575,"[47.3664, -122.279]",2.0,4.9188311688311686,0.8953488372093024,385.0,medium
10189,1795920350,3,2.25,2010,10760,2.0,Average,8,2010,0.0,1985,0.0,2240,9357,"[47.7276, -122.103]",1.3333333333333333,5.353233830845771,0.8973214285714286,670.0,medium
6213,2421059090,4,2.5,4090,215186,2.0,Good,8,3670,420.0,1979,0.0,2430,142005,"[47.2964, -122.116]",1.6,52.61271393643032,1.683127572016461,1022.5,medium
16573,3630121060,4,3.5,3060,4777,2.0,Average,9,3060,0.0,2007,0.0,3060,4935,"[47.555, -122.0]",1.1428571428571428,1.5611111111111111,1.0,765.0,medium
4541,2771601730,2,1.0,840,3400,1.0,Good,7,840,0.0,1924,0.0,2000,4000,"[47.6403, -122.372]",2.0,4.0476190476190474,0.42,420.0,medium
1782,7504010560,4,3.0,3750,11025,2.0,Average,10,3750,0.0,1976,0.0,2930,12835,"[47.6367, -122.059]",1.3333333333333333,2.94,1.2798634812286689,937.5,high
14314,6204420180,3,2.25,1870,9000,1.0,Average,7,1440,430.0,1978,0.0,1870,8640,"[47.7373, -122.198]",1.3333333333333333,4.81283422459893,1.0,623.3333333333334,medium
13275,6145601312,3,3.25,1380,1225,3.0,Average,7,1380,0.0,2000,0.0,1380,1704,"[47.7035, -122.351]",0.9230769230769231,0.8876811594202898,1.0,460.0,medium
1095,4366700140,3,1.0,1010,9611,1.0,Good,6,1010,0.0,1973,0.0,1200,9611,"[47.3006, -122.066]",3.0,9.515841584158416,0.8416666666666667,336.6666666666667,low
5544,5700000595,4,2.0,2000,5000,1.5,Very Good,7,2000,0.0,1925,0.0,2200,5000,"[47.5787, -122.293]",2.0,2.5,0.9090909090909091,500.0,medium
1946,3279000070,4,1.5,1430,8775,1.0,Average,7,1030,400.0,1979,0.0,1390,7800,"[47.3034, -122.383]",2.6666666666666665,6.136363636363637,1.0287769784172662,357.5,medium
17440,2540830020,3,2.25,1630,6449,1.0,Average,7,1310,320.0,1986,0.0,1620,7429,"[47.7275, -122.232]",1.3333333333333333,3.956441717791411,1.0061728395061729,543.3333333333334,medium
20804,2767604212,2,2.5,1260,1131,3.0,Average,8,1260,0.0,2006,0.0,1490,2500,"[47.6715, -122.384]",0.8,0.8976190476190476,0.8456375838926175,630.0,medium
19971,2726059144,5,3.75,4570,10194,2.0,Average,11,4570,0.0,2006,0.0,2040,7560,"[47.718, -122.161]",1.3333333333333333,2.2306345733041577,2.2401960784313726,914.0,high
677,3348401740,2,1.5,1120,17487,1.0,Average,6,1120,0.0,1924,0.0,1690,8056,"[47.5024, -122.271]",1.3333333333333333,15.613392857142857,0.6627218934911243,560.0,low
10797,3668000810,3,1.75,1390,9328,1.0,Good,7,1390,0.0,1987,0.0,1550,8374,"[47.2766, -122.146]",1.7142857142857142,6.7107913669064745,0.896774193548387,463.3333333333333,medium
6789,686100380,5,2.0,2030,9804,1.0,Average,7,1110,920.0,1963,0.0,1930,7990,"[47.6297, -122.114]",2.5,4.829556650246305,1.0518134715025906,406.0,medium
1392,5631500254,4,2.5,2403,6172,2.0,Average,9,2403,0.0,1999,0.0,2380,6075,"[47.7361, -122.234]",1.6,2.5684560965459844,1.0096638655462185,600.75,medium
19981,7299601790,3,2.5,1600,6315,2.0,Average,8,1600,0.0,2013,0.0,1608,4300,"[47.2611, -122.198]",1.2,3.946875,0.9950248756218906,533.3333333333334,medium
10661,921059200,3,1.75,1310,8670,1.0,Good,6,1310,0.0,1984,0.0,2622,7191,"[47.3156, -122.186]",1.7142857142857142,6.6183206106870225,0.4996186117467582,436.6666666666667,low
752,3959400710,3,1.0,1370,6001,1.0,Very Good,7,1230,140.0,1944,0.0,1370,5520,"[47.5646, -122.317]",3.0,4.3802919708029195,1.0,456.6666666666667,medium
20168,4221900305,3,3.25,4030,6300,2.0,Average,10,3630,400.0,2006,0.0,1660,6300,"[47.6664, -122.276]",0.9230769230769231,1.5632754342431763,2.427710843373494,1343.3333333333333,high
3737,203100625,3,2.5,2620,21587,2.0,Average,7,2620,0.0,1992,0.0,2570,23650,"[47.6384, -121.959]",1.2,8.239312977099237,1.0194552529182879,873.3333333333334,medium
2976,1193000025,2,1.5,1920,6250,1.0,Average,7,1060,860.0,1937,0.0,2070,6250,"[47.6497, -122.393]",1.3333333333333333,3.2552083333333335,0.927536231884058,960.0,medium
6694,2110900050,4,2.5,2150,8165,1.0,Average,8,1430,720.0,1957,0.0,2360,7980,"[47.773, -122.371]",1.6,3.797674418604651,0.9110169491525424,537.5,medium
11980,11520370,3,2.5,2620,9112,2.0,Average,9,2620,0.0,1995,0.0,2620,9067,"[47.6972, -122.116]",1.2,3.477862595419847,1.0,873.3333333333334,medium
3215,3574801110,4,2.75,2360,7716,1.0,Average,7,1390,970.0,1978,0.0,2160,8794,"[47.7301, -122.223]",1.4545454545454546,3.269491525423729,1.0925925925925926,590.0,medium
8989,1771100360,3,1.0,1120,10576,1.0,Good,7,1120,0.0,1969,0.0,1300,10000,"[47.7575, -122.072]",3.0,9.442857142857143,0.8615384615384616,373.3333333333333,medium
12404,5423040140,3,2.25,2300,9914,2.0,Good,8,2300,0.0,1980,0.0,2240,9032,"[47.5677, -122.086]",1.3333333333333333,4.310434782608696,1.0267857142857142,766.6666666666666,medium
9969,6840700036,2,1.0,770,3325,1.0,Average,7,770,0.0,1918,0.0,960,4800,"[47.6102, -122.299]",2.0,4.318181818181818,0.8020833333333334,385.0,medium
12305,2254501342,2,1.5,1140,1149,2.0,Average,7,940,200.0,2001,0.0,1460,1149,"[47.6124, -122.314]",1.3333333333333333,1.0078947368421052,0.7808219178082192,570.0,medium
1770,7016100570,4,2.5,3160,7210,1.0,Good,7,1880,1280.0,1969,0.0,2070,7560,"[47.7368, -122.183]",1.6,2.2816455696202533,1.5265700483091786,790.0,medium
20644,1773100416,3,2.5,1410,1325,2.0,Average,7,1180,230.0,2007,0.0,1270,1282,"[47.5582, -122.363]",1.2,0.9397163120567376,1.110236220472441,470.0,medium
17867,9329300040,3,1.75,1550,7820,1.0,Good,7,1210,340.0,1981,0.0,1550,6900,"[47.717, -122.163]",1.7142857142857142,5.04516129032258,1.0,516.6666666666666,medium
10912,1310900140,4,2.25,2210,9371,2.0,Good,8,2210,0.0,1968,0.0,2300,11584,"[47.3634, -122.279]",1.7777777777777777,4.24027149321267,0.9608695652173913,552.5,medium
11675,2923069037,3,1.5,1920,61014,1.0,Average,6,1920,0.0,1953,0.0,1616,61014,"[47.4446, -122.074]",2.0,31.778125,1.188118811881188,640.0,low
3022,6647400090,3,2.0,1660,15050,1.0,Average,7,1260,400.0,1983,0.0,1660,7320,"[47.7203, -122.194]",1.5,9.066265060240964,1.0,553.3333333333334,medium
12420,9414610240,3,1.75,2030,10089,1.0,Good,8,1330,700.0,1976,0.0,2030,9827,"[47.5217, -122.05]",1.7142857142857142,4.969950738916256,1.0,676.6666666666666,medium
5401,1441800010,3,2.25,2250,8000,1.0,Average,8,1460,790.0,1976,0.0,1930,9000,"[47.7229, -122.202]",1.3333333333333333,3.5555555555555554,1.16580310880829,750.0,medium
7856,224069010,3,2.5,2070,49658,1.0,Good,8,1540,530.0,1980,0.0,2620,35160,"[47.5936, -122.013]",1.2,23.989371980676328,0.7900763358778626,690.0,medium
11204,5592900105,4,1.75,2520,7200,1.0,Very Good,7,1260,1260.0,1955,0.0,2360,7300,"[47.4835, -122.192]",2.2857142857142856,2.857142857142857,1.0677966101694916,630.0,medium
10100,4217401180,3,2.5,2090,6000,1.5,Good,9,2090,0.0,1928,0.0,2730,6000,"[47.6567, -122.281]",1.2,2.8708133971291865,0.7655677655677655,696.6666666666666,medium
6875,11501310,3,3.25,3060,9055,2.0,Average,10,2460,600.0,1994,0.0,2990,9598,"[47.6971, -122.101]",0.9230769230769231,2.9591503267973858,1.0234113712374582,1020.0,high
16022,1939130420,4,2.5,2500,7417,2.0,Average,9,2500,0.0,1991,0.0,2770,8188,"[47.6251, -122.026]",1.6,2.9668,0.9025270758122743,625.0,medium
5191,9416400020,3,2.75,2200,3885,2.0,Average,8,2200,0.0,2002,0.0,2710,6000,"[47.6171, -122.028]",1.0909090909090908,1.7659090909090909,0.8118081180811808,733.3333333333334,medium
4619,2581900165,4,3.5,4300,8406,2.0,Average,11,3580,720.0,1987,0.0,2770,10006,"[47.5396, -122.214]",1.1428571428571428,1.9548837209302325,1.552346570397112,1075.0,high
18541,6613000930,4,3.25,3890,25470,2.0,Very Good,10,3030,860.0,1923,0.0,4140,19281,"[47.6608, -122.269]",1.2307692307692308,6.5475578406169666,0.9396135265700483,972.5,high
14236,9839300775,4,2.25,2170,4080,2.0,Average,7,1920,250.0,1980,0.0,1890,4400,"[47.6124, -122.293]",1.7777777777777777,1.880184331797235,1.1481481481481481,542.5,medium
18644,4242900245,2,1.0,1890,4700,1.0,Good,7,1030,860.0,1928,0.0,2150,4700,"[47.6747, -122.391]",2.0,2.486772486772487,0.8790697674418605,945.0,medium
17634,2226069018,4,2.5,3960,38615,2.0,Average,10,3960,0.0,2000,0.0,3290,43560,"[47.7249, -122.024]",1.6,9.751262626262626,1.203647416413374,990.0,high
8719,7000100775,3,2.0,1730,12219,1.0,Good,7,1730,0.0,1986,0.0,2470,13594,"[47.5825, -122.189]",1.5,7.0630057803468205,0.7004048582995951,576.6666666666666,medium
8558,8091410530,3,2.5,1540,7739,2.0,Good,7,1540,0.0,1986,0.0,1720,7200,"[47.3511, -122.169]",1.2,5.025324675324676,0.8953488372093024,513.3333333333334,medium
17922,2822069080,4,2.5,2560,43560,2.0,Average,8,2560,0.0,1989,0.0,2130,10150,"[47.3692, -122.047]",1.6,17.015625,1.2018779342723005,640.0,medium
12516,985000833,3,1.0,1170,6134,1.0,Good,7,1170,0.0,1948,0.0,1440,9823,"[47.4941, -122.312]",3.0,5.242735042735043,0.8125,390.0,medium
8146,1424100100,3,1.75,1330,9200,1.0,Good,7,1330,0.0,1973,0.0,1590,9200,"[47.2916, -122.185]",1.7142857142857142,6.917293233082707,0.8364779874213837,443.3333333333333,medium
7968,2205500540,4,1.5,1820,12327,1.0,Good,7,1380,440.0,1955,0.0,1450,9256,"[47.5767, -122.144]",2.6666666666666665,6.773076923076923,1.2551724137931035,455.0,medium
4264,251620090,4,3.25,4140,20734,1.0,Average,10,3300,840.0,1977,2005.0,4020,20008,"[47.6344, -122.215]",1.2307692307692308,5.0082125603864736,1.0298507462686568,1035.0,high
20828,9525600030,2,2.5,1780,2493,3.0,Average,8,1780,0.0,1981,0.0,2050,4400,"[47.6704, -122.358]",0.8,1.400561797752809,0.8682926829268293,890.0,medium
12454,1121039105,4,3.0,2150,64694,1.0,Average,8,1450,700.0,1969,0.0,2430,59612,"[47.3268, -122.388]",1.3333333333333333,30.090232558139533,0.8847736625514403,537.5,medium
10652,616000200,3,1.75,2040,15695,1.0,Good,8,2040,0.0,1959,0.0,2280,14400,"[47.4155, -122.339]",1.7142857142857142,7.693627450980392,0.8947368421052632,680.0,medium
6825,8835900086,4,3.0,3380,16133,1.0,Average,8,2330,1050.0,1959,0.0,2500,11100,"[47.5501, -122.261]",1.3333333333333333,4.773076923076923,1.352,845.0,medium
8113,4006000183,7,4.0,3150,7800,2.0,Average,8,3150,0.0,2013,0.0,1880,6000,"[47.5259, -122.279]",1.75,2.4761904761904763,1.675531914893617,450.0,medium
10111,626059276,5,2.5,3090,23265,1.0,Average,8,2990,100.0,1957,0.0,2560,18773,"[47.7709, -122.212]",2.0,7.529126213592233,1.20703125,618.0,medium
701,1895000045,2,1.0,820,5100,1.0,Average,6,820,0.0,1953,0.0,1170,5304,"[47.5156, -122.262]",2.0,6.219512195121951,0.7008547008547008,410.0,low
6170,1727500010,3,1.75,1340,6300,1.0,Average,7,1340,0.0,1972,0.0,1780,7200,"[47.7186, -122.218]",1.7142857142857142,4.701492537313433,0.7528089887640449,446.6666666666667,medium
14020,3955900150,4,2.5,2490,4751,2.0,Average,7,2490,0.0,2001,0.0,2510,5233,"[47.4813, -122.188]",1.6,1.9080321285140562,0.9920318725099602,622.5,medium
8159,7300400580,4,2.5,2370,6500,2.0,Average,9,2370,0.0,1998,0.0,2590,6137,"[47.3328, -122.173]",1.6,2.742616033755274,0.915057915057915,592.5,medium
18165,3024079096,4,2.5,2600,118666,1.0,Average,7,1400,1200.0,1981,0.0,2440,131116,"[47.54, -121.97]",1.6,45.64076923076923,1.0655737704918034,650.0,medium
16857,7504200250,3,2.25,2330,3600,1.5,Average,8,2330,0.0,1971,0.0,2050,4275,"[47.631, -122.061]",1.3333333333333333,1.5450643776824033,1.1365853658536584,776.6666666666666,medium
6870,9214400396,2,1.0,990,5643,1.0,Average,7,870,120.0,1947,0.0,1280,5700,"[47.6802, -122.298]",2.0,5.7,0.7734375,495.0,medium
14151,6790600790,5,1.75,2590,9394,1.0,Good,7,1390,1200.0,1963,0.0,2580,9049,"[47.3941, -122.307]",2.857142857142857,3.627027027027027,1.003875968992248,518.0,medium
4423,4047200265,2,1.0,1100,17817,1.0,Average,7,620,480.0,1980,0.0,1790,20009,"[47.7728, -121.9]",2.0,16.19727272727273,0.6145251396648045,550.0,medium
12159,3820350140,3,2.5,1590,3381,2.0,Average,7,1590,0.0,2000,0.0,1820,3383,"[47.7344, -121.986]",1.2,2.1264150943396225,0.8736263736263736,530.0,medium
6862,3262300235,5,2.5,2870,16238,2.0,Good,8,2870,0.0,1962,0.0,2870,16238,"[47.6308, -122.238]",2.0,5.657839721254355,1.0,574.0,medium
6986,2881700547,3,1.0,1150,7260,1.0,Average,7,1150,0.0,1959,0.0,1200,7888,"[47.7344, -122.333]",3.0,6.3130434782608695,0.9583333333333334,383.3333333333333,medium
4868,1524079093,3,1.75,1300,20700,1.0,Average,7,1300,0.0,1962,0.0,1930,37638,"[47.5587, -121.904]",1.7142857142857142,15.923076923076923,0.6735751295336787,433.3333333333333,medium
9490,8644400180,3,2.5,2370,55321,3.0,Good,8,2370,0.0,1982,0.0,2590,41553,"[47.6148, -122.057]",1.2,23.342194092827004,0.915057915057915,790.0,medium
4376,7857000900,3,1.75,1260,11775,1.0,Very Good,6,1260,0.0,1942,0.0,1270,5480,"[47.5501, -122.296]",1.7142857142857142,9.345238095238095,0.9921259842519685,420.0,low
7282,1425059174,3,2.0,1510,10827,2.0,Average,7,1510,0.0,1984,0.0,1900,10908,"[47.654, -122.127]",1.5,7.170198675496689,0.7947368421052632,503.3333333333333,medium
9544,9320100090,5,3.25,5270,17232,2.0,Average,10,4010,1260.0,1977,2003.0,3550,13917,"[47.5536, -122.228]",1.5384615384615385,3.2698292220113854,1.4845070422535211,1054.0,high
2926,686200740,4,2.25,2080,8000,1.0,Average,8,1390,690.0,1964,0.0,1800,7700,"[47.6264, -122.113]",1.7777777777777777,3.8461538461538463,1.1555555555555554,520.0,medium
15367,2856101479,1,0.75,370,1801,1.0,Very Good,5,370,0.0,1923,0.0,1340,5000,"[47.6778, -122.389]",1.3333333333333333,4.867567567567567,0.27611940298507465,370.0,low
9825,4038700830,4,1.75,2330,8800,1.0,Good,7,1260,1070.0,1961,0.0,2270,8800,"[47.6148, -122.113]",2.2857142857142856,3.776824034334764,1.026431718061674,582.5,medium
9479,3296000110,4,2.5,2430,14400,1.0,Very Good,8,1670,760.0,1963,0.0,2140,9048,"[47.6202, -122.138]",1.6,5.925925925925926,1.1355140186915889,607.5,medium
8733,1939050110,3,2.25,1440,15661,1.0,Average,8,1180,260.0,1988,0.0,1440,13963,"[47.6225, -122.038]",1.3333333333333333,10.875694444444445,1.0,480.0,medium
18800,9274200735,4,1.75,2190,5060,1.0,Average,7,1190,1000.0,1950,0.0,1510,4600,"[47.5846, -122.387]",2.2857142857142856,2.310502283105023,1.4503311258278146,547.5,medium
19583,2490200220,3,1.5,1660,5100,1.0,Good,7,1210,450.0,1954,0.0,1440,5100,"[47.5345, -122.383]",2.0,3.072289156626506,1.1527777777777777,553.3333333333334,medium
4350,2024059058,4,2.75,2890,7821,2.0,Average,9,2890,0.0,2014,0.0,2890,10108,"[47.554, -122.189]",1.4545454545454546,2.706228373702422,1.0,722.5,medium
